gt_answer,pred,question,balanced,perfect_match,correct
yes,yes,Is the number different in color than the frame?,False,1,True
yes,,Is there any food on the plate that is on the table?,False,0,False
no,,Are there any cars?,False,0,False
yes,yes,Are there either red doors or cars?,False,1,True
no,,Are any wagons visible?,False,0,False
yes,,Is there any bench to the right of the small trash can?,False,0,False
no,,Are there both beds and sheets?,False,0,False
ocean,beach,What place was the picture taken at?,False,0,False
no,yes,Is it indoors?,True,0,False
no,,Do you see chairs to the left of the tray in the bottom?,False,0,False
yes,yes,Are there any cabinets or tables that are black?,False,1,True
yes,yes,Do you see women in the image that are sitting?,False,1,True
no,yes,Is there a fence in front of the young boy?,False,0,False
no,yes,Is the color of the post the same as the color of the car?,False,0,False
yes,yes,Is the cabinet to the left of a box?,False,1,True
road,london,This bus is where?,False,0,False
chairs,couch,What kind of furniture is to the right of the person that is sitting down?,False,0,False
gray,blue,Which color is the cloudy sky?,False,0,False
no,,Is there any hot dog in the basket?,False,0,False
no,,Do you see pink bottles?,False,0,False
no,yes,Are there faucets or toilet papers in this scene?,False,0,False
no,,Do you see plates to the right of the tray that is to the right of the coffee?,False,0,False
yes,yes,Does that truck have blue color?,False,1,True
no,yes,Does the car look blue?,False,0,False
cabinet,,Is that a mirror or a cabinet?,False,0,False
yes,,Do you see cups to the left of the laptop that is to the left of the box?,False,0,False
open,,Is the laptop computer closed or open?,False,0,False
top,top,Is the controller in the top part or in the bottom of the image?,False,1,True
man,man middle,Who is wearing a watch?,False,0,True
left,left,Is the black camera to the left or to the right of the woman on the right of the photo?,False,1,True
no,yes,Do you see any pastries to the right of the food on the left side?,False,0,False
no,,Is there an umbrella to the right of the person on the left of the picture?,False,0,False
no,yes,Are there red trucks or buses in the image?,False,0,False
table,,Which kind of furniture in this scene is not brown?,False,0,False
truck,pickup,What is the parked vehicle called?,False,0,False
no,yes,Are there any balloons or dolls?,False,0,False
no,,Are there any batteries or tennis balls?,False,0,False
overcast,,How is the weather?,False,0,False
yes,,Do you see any locks to the right of the animal on the left side?,False,0,False
yes,yes,Are there any breads?,False,1,True
large,100cm,What do you think is the size of the tablecloth in the bottom of the image?,False,0,False
no,yes,Are there any dolphins?,False,0,False
no,yes,Are there any glasses in the picture?,False,0,False
no,yes,Do you see cabinets there?,False,0,False
yes,,Is there either a kettle or a towel in this photo?,False,0,False
no,yes,Is there any motorcycle to the right of the man?,False,0,False
no,yes,Is there a fence in the image?,False,0,False
playing,playing tennis,What is the man doing?,False,0,True
young,,Is that man old or young?,False,0,False
no,yes,Do you see beds?,False,0,False
no,yes,Do you see women to the right of the man that is wearing trousers?,False,0,False
no,yes,Do you see both a zebra and a giraffe there?,False,0,False
table,beige,What kind of furniture is the phone sitting on?,False,0,False
no,yes,Do you see coffee to the left of the vegetable that the bike is to the right of?,False,0,False
no,yes,Is the bike different in color than the sky?,False,0,False
no,,Is the sky overcast?,False,0,False
yes,yes,Are there any benches in this photo that are wooden?,False,1,True
branches,grass,What is in front of the animal in the middle of the image?,False,0,False
car,motorcycle,What is the red vehicle in the image?,False,0,False
no,,Are there any sofas or napkins in the photograph?,False,0,False
no,yes,Are there minivans in the image?,False,0,False
no,yes,Is there a fence in the image?,False,0,False
yes,yes,Is there a woman that is pointing?,False,1,True
left,,Is the lady to the right or to the left of the wood table?,False,0,False
no,yes,Is the helmet on the right of the picture?,True,0,False
color,used play tennis,What do the racket and the tape have in common?,True,0,False
no,,Is the fence in the top part of the photo?,False,0,False
yes,yes,Are there phones?,False,1,True
left,right,Is the man to the right or to the left of the dark thing on the bike?,False,0,False
left,left,"Where in this scene is the surfboard, on the left or on the right side?",False,1,True
no,yes,Are there boys in this picture?,False,0,False
no,yes,Are there either planes or cars in this image?,False,0,False
left,right,Is the man to the left or to the right of the car in the middle?,False,0,False
no,,Are there any girls to the left of the racket that is orange?,False,0,False
yes,yes,Is the sky clear?,False,1,True
no,yes,Are there any traffic lights?,False,0,False
yes,yes,Is there a plate in the photo?,False,1,True
no,,Are there fences in the scene?,False,0,False
no,,Does that toy have purple color?,False,0,False
no,yes,Are there glasses or chairs in this picture?,False,0,False
no,yes,Are there frisbees in the image?,False,0,False
sand,beach,Where is the man to the left of the umbrella standing?,True,0,False
no,yes,Are there safety vests in this photo?,False,0,False
yes,yes,Are there zebras in this image that are white?,False,1,True
no,,Is the girl to the left of coffee?,False,0,False
no,yes,Are there either any pillows or drawers in the picture?,False,0,False
no,,Is the door made of wood open and green?,False,0,False
no,yes,Is the cabin to the right of the blue boat?,False,0,False
no,yes,Is there any white donut or sandwich?,False,0,False
no,yes,Does that grass have short length and brown color?,False,0,False
yes,yes,Is the sky blue?,False,1,True
yes,yes,Are there any cabinets to the right of the chair that is in front of the window?,False,1,True
no,yes,Does the train look black?,False,0,False
kitchen,kitchen,What room is this?,False,1,True
no,yes,Is the lamp on the left of the image?,False,0,False
no,,Are there any glasses?,False,0,False
yes,yes,Is the white container to the left of the appliance that is sitting on the counter?,False,1,True
shelf,bookcase,What is the piece of furniture to the right of the clock?,False,0,False
no,yes,Is the woman to the left of the person that is wearing a shirt?,False,0,False
yes,yes,Are there bottles in the scene that are white?,False,1,True
no,yes,Are there either any fences or clocks in this scene?,False,0,False
yes,yes,Is there a bench to the right of the man that is carrying a bag?,False,1,True
no,yes,Are there any beds?,False,0,False
no,yes,Is there any elephant by the brown thing near the rock?,False,0,False
no,yes,Does the flying man on the snow board wear shorts?,False,0,False
no,yes,Are there fences?,False,0,False
no,,Do the glasses have white color?,False,0,False
yes,yes,Do you see women to the left of the umbrella in the middle of the picture?,False,1,True
yes,yes,Is there a cake to the right of the candle of the cake?,False,1,True
yes,yes,Are there any televisions on the TV stand in the image?,False,1,True
yes,,Do you see a plate to the right of the hot dog?,False,0,False
no,,Does the batter wear a jersey?,False,0,False
green,green,"How does the moss look, brown or green?",False,1,True
no,yes,Does the curtain look brown?,False,0,False
yes,,Is the tomato to the left of the onions on the salad?,False,0,False
no,yes,Do the cabinets made of wood have blue color?,False,0,False
yes,yes,Is the towel to the right of the rubber duck that is to the right of the toothpaste?,False,1,True
no,yes,Is the trash bin to the right of a fence?,False,0,False
leaves,grass,What's the ground covered by?,True,0,False
man,looking sea,Who is wearing a coat?,False,0,False
yes,yes,Are there either any knives or tables in this image?,False,1,True
yes,yes,Are there either any bikes or fire hydrants?,False,1,True
no,,Is there a mirror to the right of the woman that is not sad?,False,0,False
no,,Are there walnuts in the image?,False,0,False
no,yes,Does the man hat have the same color as the shirt?,False,0,False
empty,empty,Is the bus to the left of the people full or empty?,False,1,True
no,yes,Are there pictures in the image?,False,0,False
no,,Are there both pillows and hairbrushes in the picture?,False,0,False
gray,paved,What color do you think the paved road is?,False,0,False
bottom,,Is the skateboard in the bottom part or in the top of the photo?,False,0,False
no,yes,Is there any green tennis ball or frisbee?,False,0,False
thin,thin,Are the puffy clouds in the sky thick or thin?,False,1,True
yes,yes,Is the clock wooden and antique?,False,1,True
no,,Are there either pens or clocks?,False,0,False
no,yes,Are there both grass and snow in this scene?,False,0,False
no,,Are there windows that are small in this image?,False,0,False
no,,Is there a signal light in the image?,False,0,False
outdoors,indoors,Is it indoors or outdoors?,True,0,False
no,yes,Do the white clouds look thin?,False,0,False
no,yes,Does that refrigerator have black color?,False,0,False
yes,yes,Are there men to the left of the headphones?,False,1,True
yes,yes,Does the steak look cooked?,True,1,True
screen,laptop,What do you think is the name of the device to the left of the curtains?,False,0,False
white,,Are the shorts khaki or white?,False,0,False
red,,Which color are the curtains?,False,0,False
no,yes,Is the blue vehicle in the top part of the photo?,False,0,False
no,,Is there a fence to the left of the person near the window?,False,0,False
yes,yes,Are there computers in the image that are not black?,False,1,True
no,yes,Are there flags in the image?,False,0,False
yes,,Is the pink towel to the right of the man that is standing in the sand?,False,0,False
no,,Are there either pillows or toolboxes in this picture?,False,0,False
taxi,truck,What is the vehicle that is to the right of the bus?,False,0,False
yes,yes,Does the table look white?,False,1,True
no,yes,Is this a red bus?,False,0,False
no,yes,Are there fences to the left of the tan animal that is in front of the laptop?,False,0,False
yes,yes,Does this zebra seem to be standing?,False,1,True
yes,,Is there any grass that is green?,False,0,False
yes,yes,Do you see beets to the right of the vegetable on the left?,False,1,True
no,yes,Are there ties that are short?,False,0,False
no,yes,Are there fences to the left of the train car?,False,0,False
table,table,The table lamp is sitting on what?,False,1,True
no,yes,Is there a fence in the photograph?,False,0,False
no,yes,Is there a white cabinet in the photograph?,False,0,False
no,yes,Are there pictures in the photo?,False,0,False
no,,Is the child sitting in a chair?,False,0,False
yes,yes,Are the jeans blue?,False,1,True
yes,yes,Do you see any doors?,False,1,True
yes,yes,Is the car black?,False,1,True
chair,,"Which type of furniture is this, a chair or a table?",False,0,False
yes,,Is the girl wearing shoes?,False,0,False
no,,Is the toilet to the right of a rug?,False,0,False
no,yes,Do you see both mushrooms and olives?,False,0,False
right,feeding giraffe,On which side of the photo is the person?,False,0,False
no,,Is the color of that scarf white?,True,0,False
no,,Is the plate to the right of meat?,False,0,False
no,,Do the shoes have black color?,False,0,False
no,yes,Is there any skateboard or hydrant in this picture?,False,0,False
bathroom,bathroom,Where is the toilet?,False,1,True
yes,yes,Do the clouds have white color?,False,1,True
yes,yes,Is the color of the toilet the same as the color of the toilet seat?,False,1,True
man,man cap,Who is wearing a cap?,False,0,True
yes,yes,Are there any faucets to the left of the napkins that are on the right side?,False,1,True
no,yes,Are there any bottles or bags in the photograph?,False,0,False
no,yes,Does the hair dryer have white color?,False,0,False
no,yes,Are there trucks or wagons?,True,0,False
yes,yes,Is the umbrella to the left of the glasses in the picture?,False,1,True
no,yes,Is the table made of marble?,False,0,False
yes,yes,Do the bus and the symbol have a different colors?,True,1,True
no,yes,Are there plates or cups that are not white?,False,0,False
no,,Is the chain hanging on a fire hydrant?,False,0,False
man,man jeans,Who wears jeans?,True,0,True
no,,Are there spoons in the image?,False,0,False
no,yes,Does the vehicle on the road have green color?,False,0,False
yes,,Do you see buses to the left of the person on the right of the photo?,False,0,False
yes,yes,Are there boys to the left of the child that is on the right?,False,1,True
no,yes,Do you see any trucks on the street?,False,0,False
no,,Is the magazine on the left side?,False,0,False
girl,birthday girl,Who blows out the birthday candles?,True,0,True
yes,yes,Are there skateboarders to the left of the lady?,False,1,True
no,yes,Do you see a plate to the right of the woman that is walking down the sidewalk?,False,0,False
no,yes,Is there a fence in the photo?,False,0,False
yes,yes,Do you see any laptop or desk in the image?,False,1,True
right,right,Is the horse on the right or on the left of the picture?,False,1,True
no,yes,Are there jars in this picture?,False,0,False
yes,yes,Are there white cats in this photo?,False,1,True
no,yes,Are there coaches in the image?,False,0,False
cow,grazing,Which type of animal is in the photo?,False,0,False
no,yes,Do you see a tennis racket?,False,0,False
no,,Is the table made of plastic?,False,0,False
yes,yes,Is the driver in the tractor wearing a safety jacket?,False,1,True
no,yes,Does the truck on the road look black and small?,False,0,False
no,yes,Are there forks on the dish?,True,0,False
standing,jumping,"What is the man to the right of the skier doing, standing or jumping?",False,0,False
green,orange,Is the pepper to the left of the lettuce green or orange?,False,0,False
no,yes,Are there curtains to the left of the picture that is to the left of the clock?,False,0,False
no,,Does the person to the right of the kid look sad?,False,0,False
resting,,What is the bird doing?,True,0,False
no,yes,Do you see boxes to the left of the bag on the right side?,False,0,False
airplane,aircraft,What kind of aircraft is large?,False,0,False
no,yes,Do you see any spectators?,False,0,False
no,,Are there any women to the left of the man that is sitting on the bench?,False,0,False
no,,Is the wallet to the left of a plate?,False,0,False
no,yes,Are there any chairs?,False,0,False
yes,yes,Are there any women to the left of the vehicle in the top of the image?,False,1,True
no,yes,Is there a fence?,False,0,False
no,yes,Is there any surfboard to the right of the person that is wearing a bikini?,False,0,False
yes,yes,Are there buckets to the right of the bowl that is in the bottom?,False,1,True
blue,pink,What is the color of the shirt the girl is wearing?,True,0,False
no,,Is there a pillow or a bag in this photo?,False,0,False
yes,yes,Is the bed pink?,False,1,True
yes,yes,Does that house look white?,False,1,True
yes,,Is the white toilet in the bottom part of the picture?,False,0,False
yes,yes,Are there cars to the left of the SUV?,False,1,True
yes,yes,Does the snow look covered?,False,1,True
no,yes,Do you see any glasses?,False,0,False
large,small,Is the screen that is to the left of the clock tower small or large?,False,0,False
no,yes,Is this a short giraffe?,False,0,False
marble,steel,"What was used to make the white sink, stainless steel or marble?",True,0,False
yes,yes,Are there either letters or clocks?,False,1,True
no,door,Is there a door or a clock in the picture?,False,0,False
yes,,Do you see bags or cups that are red?,False,0,False
no,,Are there fences in the image?,False,0,False
no,yes,Are there any bags or plates?,False,0,False
tan,black,Does the coat look black or tan?,False,0,False
refrigerator,microwave,Which kind of appliance is to the left of the wolves?,False,0,False
chair,end table,What kind of furniture is to the left of the shelf?,True,0,False
brown,blue,The horse to the left of the other horse is which color?,False,0,False
yes,yes,Does the animal that looks brown look large?,False,1,True
pizza,,Is that a sandwich or a pizza?,False,0,False
tall,tall,How tall is the suitcase next to the other suitcase?,False,1,True
yes,,Do the trees appear to be tall?,False,0,False
no,,Does the brown hair look short?,False,0,False
yes,,Is there a clock?,False,0,False
no,yes,Are there any sea gulls?,False,0,False
no,yes,Is there a fence or a frisbee?,False,0,False
yes,,Are there any televisions or pillows?,False,0,False
kitchen,,Is this a kitchen or a bedroom?,True,0,False
no,yes,Do the cables look white?,False,0,False
yes,yes,Is there a coat in this photo that is blue?,False,1,True
no,yes,Are there any boxes to the left of the shelf?,False,0,False
yes,yes,Is the grass green?,False,1,True
no,yes,Is there a train to the right of the person that is wearing a jacket?,False,0,False
no,,Is there any blanket to the right of the pillow in the middle?,False,0,False
no,yes,Are the fat cows white and narrow?,False,0,False
no,yes,Does the device that is sitting have red color?,False,0,False
no,yes,Is the boy to the right of the fence on the right?,False,0,False
donut,coffee,What is the food to the left of the knife?,False,0,False
no,yes,Does the bench made of wood have small size?,False,0,False
wet,clear,Is the sand wet or dry?,False,0,False
yes,,Are there any napkins or umbrellas that are blue?,False,0,False
black,,What color is the lady's hair?,True,0,False
concrete,old blue last,What is the sidewalk made of?,False,0,False
yes,yes,Is there a chair that is brown in this photo?,False,1,True
no,blue,Are there both armors and rackets in the scene?,False,0,False
yes,yes,Is there a table in the photo?,False,1,True
yes,yes,Are there pots in this picture?,False,1,True
yes,yes,Is the umbrella in the top of the image?,False,1,True
no,yes,Are there any blue fire hydrants?,False,0,False
no,yes,Are there pictures or mirrors in this scene?,False,0,False
yes,yes,Is the knife to the left of a vase?,False,1,True
no,yes,Are there any balls in the photo?,False,0,False
yes,yes,Are there boxes to the left of the picture on the right?,False,1,True
yes,yes,Is the television to the right of the device that is not horizontal?,False,1,True
no,yes,Do you see any door?,False,0,False
blue,blue,Is that cap blue or white?,False,1,True
yes,yes,Do the coffee pot and the machine have the same color?,False,1,True
giraffe,giraffe,What is the name of the long animal?,False,1,True
yes,yes,Is the red vehicle to the left of the bus on the right?,False,1,True
gray,gray,"Which color is the kettle that is to the left of the fridge, gray or red?",False,1,True
yes,yes,Is the vase on the right?,False,1,True
yes,yes,Does that snowboard look covered and blue?,False,1,True
no,yes,Are there any cats by the vehicle on the right side?,False,0,False
no,,Are there either any soap dispensers or footballs in the photo?,False,0,False
yes,yes,Is the wood boat on top of the water?,False,1,True
yes,yes,Is the tie striped and white?,False,1,True
yes,yes,Are there any doors or windows in the photo?,False,1,True
no,yes,Are there computer mice to the left of the mobile phone in the bottom part of the image?,False,0,False
no,yes,Is there a train or a bus that is not green?,False,0,False
yes,yes,Does that skirt appear to be blue?,False,1,True
no,yes,Are there either blankets or bookcases in this photo?,False,0,False
no,yes,Are there any pillows or mannequins?,False,0,False
wine,wine,What type of drink is to the right of the container?,False,1,True
yes,yes,Is the giraffe on the right side?,False,1,True
pizza,pizza,What is the name of the food on the plate the chair is to the left of?,False,1,True
cabinet,microwave,What is the item of furniture that is to the right of the food inside the microwave called?,False,0,False
yes,yes,Do you see doors in the photo?,False,1,True
no,,Do you think the leaves are red?,False,0,False
yes,yes,Is the sky different in color than the cloud?,False,1,True
no,yes,Is any cat observable there?,False,0,False
yes,yes,Is there a bus to the left of the person that is walking?,False,1,True
no,yes,Is there a motorcycle to the left of the person on the right?,False,0,False
no,,Is there a chair to the left of the device which is on the nightstand?,False,0,False
yes,,Does the basket behind the man have large size?,False,0,False
yes,yes,Do you see any toilets to the right of the cabinet?,False,1,True
no,yes,Is the mirror to the left of a faucet?,False,0,False
yes,,Are there hats in the image that are white?,False,0,False
no,yes,Is there a sheep to the right of the lady that is wearing a hat?,False,0,False
no,yes,Is there a toaster in the image that is not white?,False,0,False
no,yes,Are there any people to the left of the bus that looks blue?,False,0,False
yes,,Do you see any parking meters or rackets that are black?,False,0,False
no,yes,Is there any fence in the picture?,False,0,False
left,,Is the woman to the left or to the right of the person who is holding the camera?,False,0,False
brown,yellow,What color does the box made of cardboard have?,False,0,False
no,yes,Are there any bowls to the left of the stove?,False,0,False
yes,yes,Is the tall building to the left of the pine?,False,1,True
no,yes,Is the blanket large?,False,0,False
yes,yes,Is it outdoors?,False,1,True
yes,,Does that picture frame look brown?,False,0,False
no,yes,Do you see a fence?,False,0,False
no,,Do you think the chair is standing?,False,0,False
indoors,,Is it an indoors or outdoors picture?,False,0,False
yes,yes,Is the bus in the bottom part of the photo?,False,1,True
yes,yes,Do you see any snow in this photo?,False,1,True
no,yes,Do you see tourists in this photo?,False,0,False
no,bus,Do you see either a bus or a fence?,False,0,False
yes,yes,Is the weather cloudy?,False,1,True
table,couch,Which kind of furniture is to the right of the heater?,False,0,False
no,yes,Do the shelves look metallic?,False,0,False
no,yes,Is the man to the right of the elephant wearing a suit?,False,0,False
no,plates,Do you see plates or clocks there?,False,0,False
no,yes,Do you see both a window and a door in the photo?,True,0,False
bird,chicken,What kind of animal is to the left of the fork?,False,0,False
no,yes,Do you see chalkboards in the photograph?,False,0,False
yes,,Is there any collar in this image?,False,0,False
brown,granite,What is the color of the floor made of hardwood?,True,0,False
yes,yes,Do you see any men to the right of the bag that the people are to the left of?,False,1,True
no,yes,Is the bridge made of concrete?,False,0,False
no,yes,Is there a banana to the left of the bag?,False,0,False
no,yes,Are there guys to the left of the boy?,False,0,False
truck,bicycle,What is the vehicle to the left of the man in the center of the picture called?,False,0,False
wooden,wooden,Does the chair seem to be wooden or metallic?,False,1,True
no,yes,Are the clouds the same color as the trees?,False,0,False
yes,yes,Does the zebra near the other zebra seem to be wild?,False,1,True
no,yes,Are there men or pedestrians in this image?,False,0,False
yes,,Does the knife look long?,False,0,False
no,yes,Are there any pans?,False,0,False
yes,yes,Are there letters that are not gold?,False,1,True
no,,Does the license plate look blue?,False,0,False
no,yes,Is the carrot that is to the right of the tomatoes large and peeled?,False,0,False
no,yes,Is there any fence in the picture?,False,0,False
no,yes,Are the sheets in the top part of the picture?,False,0,False
no,,Is the grass brown?,True,0,False
yes,yes,Are there red scooters in the photo?,False,1,True
bananas,,How are the fruits to the right of the bag the potatoes are in called?,False,0,False
yes,,Are there any bicycles or folding chairs?,False,0,False
no,yes,Do you see any fences?,False,0,False
yes,yes,Do you see white clocks in the picture?,False,1,True
right,right,Is the man to the left or to the right of the car on the left side?,False,1,True
no,yes,Are there doors or windows that are not small?,False,0,False
green,peter,Which color do the trousers the person is wearing have?,True,0,False
left,right,Is the bookshelf to the left or to the right of the picture?,False,0,False
no,,Are the people to the right of the man wearing a hat?,True,0,False
yes,yes,Is there a bottle that is white?,False,1,True
yes,yes,Do you see jets in the sky?,False,1,True
white,red,What color do you think the blender has?,False,0,False
yes,,Is there any pillow to the right of the man in the top of the picture?,False,0,False
yes,yes,Do you see women there?,False,1,True
laptop,laptop,"Which type of device is silver, the laptop or the screen?",False,1,True
no,yes,Is there any food to the right of the tray on the right side?,False,0,False
lying,,"What is the brown animal doing, lying or sitting?",False,0,False
no,,Are there fences in this image?,False,0,False
yes,yes,Is the fence covered by a sheet?,False,1,True
blue,blue,Is the sky white or blue?,False,1,True
red,,Do you think the meat on the sandwich is red or black?,False,0,False
yes,yes,Are there any girls to the right of the toothpaste on the toothbrush?,True,1,True
white,black,What color are the wheels?,False,0,False
right,,Is the table cloth on the left side or on the right?,False,0,False
no,yes,Are there any carrots to the left of the potatoes that are on the dish?,False,0,False
right,right,On which side is the man?,False,1,True
yes,yes,Is the person in the bottom part of the picture?,False,1,True
woman,woman,"Who is that, a woman or a man?",False,1,True
yes,,Are there monitors on the desk?,False,0,False
no,yes,Are there either any tablecloths or office chairs?,False,0,False
yes,yes,Does the man to the right of the traffic cone wear a shirt?,False,1,True
no,racket,Do you see a racket or a ball in the photograph?,False,0,False
yes,yes,Is the color of the box different than the sink?,True,1,True
no,yes,Do the traffic light and the car have a different colors?,False,0,False
table,mr smith,What kind of furniture is below the flowers in the planter?,False,0,False
yes,yes,Do you see any buses behind the person that is carrying a backpack?,False,1,True
laptop,man,What is in front of the wall?,False,0,False
yes,yes,Are there any cabinets?,True,1,True
brown,white,Is the jacket white or brown?,False,0,False
top,bottom,"Where in the photo is the lamp, in the bottom part or in the top?",False,0,False
yes,yes,Is the car to the left of the vehicle that is red?,False,1,True
no,yes,Do you see people to the right of the flags on the right?,False,0,False
wetsuit,blue jacket,The walking person near the person is wearing what?,False,0,False
yes,yes,Is there a table that is wooden?,False,1,True
no,yes,Is the man to the right of a bottle?,False,0,False
shelf,desk,Which kind of furniture is not black?,True,0,False
no,,Do you see any people to the left of the man that is wearing a coat?,False,0,False
yes,,Is the color of the wall the same as the mouse?,False,0,False
no,yes,Is the tennis racket different in color than the clock?,False,0,False
no,yes,Are there fences or players in this image?,False,0,False
left,left,Is the rice to the right or to the left of the vegetable on the dish?,False,1,True
black,black,Is the car to the right of the other cars black or silver?,True,1,True
wood,,"What makes up the door, wood or metal?",False,0,False
cutting board,,What the cooking utensil that is worn is called?,False,0,False
no,yes,Are there any fences or cars?,False,0,False
yes,yes,Do you see either any blue pillow or surfboard?,False,1,True
blinds,poster,What's covering the window?,False,0,False
yes,yes,Is there any orange surfboard or flag?,False,1,True
no,yes,Is there a hydrant?,False,0,False
no,,Are there both statues and fences in the picture?,False,0,False
white,red,Is the controller to the right of the bookshelf red or white?,False,0,False
yes,yes,Is the color of the water blue?,False,1,True
yes,yes,Are there any pillows or mattresses in this photo?,False,1,True
no,,Is the weather rainy in the picture?,False,0,False
horse,horse,What is the animal that is to the left of the animals that are walking?,False,1,True
yes,yes,Do you see a green table there?,False,1,True
color,pink,What do both the curtain and the stove have in common?,True,0,False
no,yes,Are there any batteries?,False,0,False
no,yes,Are there trucks on the rocky road?,False,0,False
yes,yes,Does his tie look bright?,False,1,True
yes,,Is the wallet in the top?,False,0,False
yes,yes,Are there stoves to the right of the coffee that is on the left of the photo?,False,1,True
street,,Which place is it?,True,0,False
yes,yes,Do you see either any candles or lamps in the photo?,True,1,True
no,yes,Do you see pictures to the left of the glasses?,False,0,False
yes,yes,Is the white computer to the right of a laptop?,False,1,True
car,motorcycle,Which kind of vehicle is to the left of the bicycle?,False,0,False
no,yes,Are there either any glasses or fences?,False,0,False
white,white,Is the pot to the left of the apple white or blue?,False,1,True
no,yes,Are there fences in this photo?,False,0,False
no,yes,Are there any fences?,False,0,False
no,,Do you see any bags?,False,0,False
yes,yes,Is the green container to the right of the person that is eating food?,False,1,True
no,yes,Is there a traffic light in the photograph?,False,0,False
small,10cm,What is the size of the round cookie?,False,0,False
no,yes,Are there books to the right of the picture?,False,0,False
no,,Do you see any floor lamps or cabinets?,False,0,False
yes,,Are the pickles above the sliced tomato?,False,0,False
yes,yes,Are there elephants or bears?,False,1,True
no,yes,Do you see tissues in this image?,False,0,False
no,,Is there a cup to the left of the black tray?,False,0,False
black,,What color is the helmet in the top of the image?,True,0,False
brown,green,What color do you think the napkin to the left of the table cloth has?,False,0,False
no,,Is there either a chair or a knife in this image?,False,0,False
no,yes,Are there glasses in this photo?,False,0,False
no,yes,Is there either a chair or a bus in this picture?,False,0,False
yes,yes,Are there any cups?,False,1,True
no,yes,Are there any drawers to the right of the oven?,False,0,False
yes,yes,Do you see any people to the left of the man made of leather?,False,1,True
no,yes,Is the tap on the right side?,False,0,False
no,,Is there any cup to the left of the cell phone in the image?,False,0,False
no,,Do you see either pictures or bags?,False,0,False
yes,,Are there fences or hats that are white?,False,0,False
container,cat,What is under the orange box?,True,0,False
yes,yes,Is the cell phone silver?,False,1,True
yes,yes ball black,Is there a ball that is not black?,False,0,True
no,yes,Are there any cars to the left of the picture the glasses are on?,False,0,False
yes,yes,Is there snow in the photo?,False,1,True
bus,vehicle,How is the vehicle to the left of the walking animal that is on the road called?,True,0,False
no,,Are there both soup and meat in this photo?,False,0,False
no,yes,Are there any bottles to the left of the happy girl?,False,0,False
blue,blue,Is that scarf blue or beige?,False,1,True
yes,,Are there cabinets to the left of the guy?,False,0,False
color,white,What do the sink and the toilet have in common?,False,0,False
yes,yes,Is there a door in this photo?,False,1,True
man,waiting bus,Who is wearing the jacket?,False,0,False
no,yes,Do you see a backpack to the left of the person that is holding the hat?,False,0,False
blue,green,What is the color of the device on the right?,False,0,False
yes,yes,Do you see any trash cans to the right of the small table?,False,1,True
yes,wine glass,Are there any people to the right of the man the jar is to the left of?,False,0,False
horse,,What the animal that is not large is called?,True,0,False
no,,Are there either boys or glasses in the photograph?,False,0,False
no,yes,Are there buses or cars?,False,0,False
yes,,Is there any open door in the picture?,False,0,False
no,yes,Is the metal trash can to the left of a bench?,False,0,False
no,,Does the grass of the field look brown?,False,0,False
no,yes,Are there any fences or glasses in the picture?,False,0,False
green,,Which color is the field?,False,0,False
yes,yes,Does that chair look blue?,False,1,True
no,yes,Are there dark tables in the image?,False,0,False
white,white,What color does the pillow to the left of the woman have?,True,1,True
car,bike,What vehicle is to the left of the soda?,True,0,False
no,yes,Is there a fence to the right of the car?,False,0,False
yes,yes,Are there both a door and a window in the image?,False,1,True
no,,Are there any shelves to the right of the glasses that are on the left side?,True,0,False
plastic,paper,What type of material makes up the white container?,False,0,False
gray,gray,Is that screen red or gray?,False,1,True
yes,yes,Are there umbrellas in this picture that are not closed?,False,1,True
no,yes,Is the chair to the left of a vase?,False,0,False
no,,Are there either floor lamps or dispensers in this picture?,False,0,False
no,yes,Is there a fence in front of the green trees?,False,0,False
no,yes,Is the silver mirror round and large?,False,0,False
yes,yes,Is the banana to the left of the veggies that are to the left of the mug?,False,1,True
yes,yes,Are there any books near the clock that looks white and black?,True,1,True
yes,yes,Are there windows in the image?,False,1,True
no,yes,Are there either bears or dogs?,False,0,False
no,yes,Is the vehicle to the left of the box red and large?,False,0,False
no,yes,Is the vase on the left of the image?,False,0,False
yes,yes,Are there vegetables to the right of the carrots that are not rotten?,False,1,True
no,yes,Are there helmets in the photograph?,False,0,False
yes,yes,Are there any comforters to the left of the lamp on the table?,False,1,True
yes,,Are there objects or motorcycles that are red?,False,0,False
no,,Is it indoors?,False,0,False
yes,,Is there either a laptop or a chair that is black?,False,0,False
no,,Does the book look green?,False,0,False
no,yes,Are there any fences?,False,0,False
no,,Do the blinds look open?,False,0,False
no,yes,Are there any red snowboards or skis?,False,0,False
yes,yes,Is there a plate to the right of the man that is on the left side?,False,1,True
sitting,sitting,Does the animal in the bathroom appear to be sitting or jumping?,False,1,True
yes,yes,Is there a long cabinet or desk?,False,1,True
no,yes,Are there fences to the left of the hydrant in the picture?,False,0,False
no,yes,Are there any vans?,False,0,False
no,yes,Are there cupboards or desks?,False,0,False
yes,,Are there napkins or plates that are white?,False,0,False
black,green,What color is the chair that the men are sitting on?,False,0,False
green,,What is the color of the chair the person is sitting in?,False,0,False
no,yes,Are there any surfboards?,False,0,False
no,,Do you see a zebra to the right of the vehicle on the left side?,False,0,False
yes,yes,Does the skateboard to the left of the person have red color?,False,1,True
no,yes,Are there any boys or glasses?,False,0,False
no,yes,Does the carpet look green?,False,0,False
