answer,image_path,question,source_image_id,sample_dataset,sample_question_id
gasoline,COCO_train2014_000000191173.jpg,What type of fuel would this type of vehicle need?,coco-191173,okvqa,1911735
algae,COCO_train2014_000000167390.jpg,What makes this water look green?,coco-167390,okvqa,1673905
1930,COCO_train2014_000000049977.jpg,What year was this photo taken?,coco-049977,okvqa,499775
rainbow,COCO_train2014_000000446536.jpg,How could a prism be used to create the image in the window?,coco-446536,okvqa,4465365
hospital,COCO_train2014_000000562911.jpg,This vehicle transports medical victims to where?,coco-562911,okvqa,5629115
sunflower,COCO_train2014_000000401688.jpg,What type of flowers are on this bus?,coco-401688,okvqa,4016885
boot,COCO_train2014_000000381460.jpg,What type of shoes is the child wearing?,coco-381460,okvqa,3814605
blue jay,COCO_train2014_000000003249.jpg,What kind of bird is this?,coco-003249,okvqa,32495
cobblestone,COCO_train2014_000000181305.jpg,What is the road in this image refers as as it relates to what it's made from?,coco-181305,okvqa,1813055
columbia,COCO_train2014_000000012096.jpg,What jacket brand is he wearing?,coco-012096,okvqa,120965
rain boot,COCO_train2014_000000178849.jpg,What type of boots is the person to the left of the picture wearing?,coco-178849,okvqa,1788495
bicycle,COCO_train2014_000000330726.jpg,What type of transportation is shown?,coco-330726,okvqa,3307265
american,COCO_train2014_000000207698.jpg,Is this english or american riding?,coco-207698,okvqa,2076985
paper crafter,COCO_train2014_000000489771.jpg,Who is more likely to use these tools a leather crafter or a paper crafter?,coco-489771,okvqa,4897715
sheep,COCO_train2014_000000271185.jpg,What type of animal is this?,coco-271185,okvqa,2711855
sheep,COCO_train2014_000000202850.jpg,What is the family of this animal?,coco-202850,okvqa,2028505
$40,COCO_train2014_000000195195.jpg,How much is the wii nun chuck?,coco-195195,okvqa,1951955
tantor,COCO_train2014_000000514871.jpg,What was the elephant's name in tarzan?,coco-514871,okvqa,5148715
gold,COCO_train2014_000000080305.jpg,What is this person's necklace made of?,coco-080305,okvqa,803055
espresso,COCO_train2014_000000143258.jpg,What type of coffee is that?,coco-143258,okvqa,1432585
float,COCO_train2014_000000313473.jpg,What is keeping the dog from sinking?,coco-313473,okvqa,3134735
pollen,COCO_train2014_000000569530.jpg,What allergy is associated with this substance?,coco-569530,okvqa,5695305
asian,COCO_train2014_000000451283.jpg,What type of cuisine is pictured here?,coco-451283,okvqa,4512835
samuel fox,COCO_train2014_000000471375.jpg,Who invented the colorful objects in the image?,coco-471375,okvqa,4713755
kick flip,COCO_train2014_000000426254.jpg,This trick is called what?,coco-426254,okvqa,4262545
home plate,COCO_train2014_000000452457.jpg,What is this man landing on?,coco-452457,okvqa,4524575
lemon,COCO_train2014_000000340267.jpg,What is in the drink on the table?,coco-340267,okvqa,3402675
skateboard,COCO_train2014_000000443592.jpg,Tell me the name of the skating used by the boy?,coco-443592,okvqa,4435925
calm,COCO_train2014_000000201003.jpg,Smooth water such as this is said to be what?,coco-201003,okvqa,2010035
lot,COCO_train2014_000000386715.jpg,How much do these dogs shed?,coco-386715,okvqa,3867155
unleaded,COCO_train2014_000000139389.jpg,What type of gasoline does this vehicle use?,coco-139389,okvqa,1393895
norway,COCO_train2014_000000513123.jpg,Where was this sport invented?,coco-513123,okvqa,5131235
bottle,COCO_train2014_000000288157.jpg,What was the type of plastic in the dogs mouth?,coco-288157,okvqa,2881575
water,COCO_train2014_000000068179.jpg,What comes out of this item?,coco-068179,okvqa,681795
utility,COCO_train2014_000000402980.jpg,Is this vehicle designed primarily for utility or appearance value?,coco-402980,okvqa,4029805
downhill,COCO_train2014_000000190992.jpg,What type of skis is this man using?,coco-190992,okvqa,1909925
puppy,COCO_train2014_000000047387.jpg,What is the name for this creatures offspring?,coco-047387,okvqa,473875
marble,COCO_train2014_000000465137.jpg,What is the material used on the exterior of the fireplace?,coco-465137,okvqa,4651375
pepperoni,COCO_train2014_000000455222.jpg,What kind of pizza is this?,coco-455222,okvqa,4552225
juice,COCO_train2014_000000433607.jpg,What liquid is in the orange bottle?,coco-433607,okvqa,4336075
priest,COCO_train2014_000000048267.jpg,What is the occupation of the man cutting the cake?,coco-048267,okvqa,482675
segway,COCO_train2014_000000248194.jpg,What type of vehicle the officer is in?,coco-248194,okvqa,2481945
usa,COCO_train2014_000000027334.jpg,Where are these tourists from?,coco-027334,okvqa,273345
van,COCO_train2014_000000380344.jpg,What brands of this riding instrument are the best?,coco-380344,okvqa,3803445
grape,COCO_train2014_000000563525.jpg,What fruit is this beverage made of?,coco-563525,okvqa,5635255
play wii,COCO_train2014_000000210080.jpg,What activity is he doing?,coco-210080,okvqa,2100805
parachute,COCO_train2014_000000059313.jpg,What is this person hanging from?,coco-059313,okvqa,593135
wilson,COCO_train2014_000000552630.jpg,Who makes that baseball bat?,coco-552630,okvqa,5526305
20th,COCO_train2014_000000074975.jpg,What century is this?,coco-074975,okvqa,749755
cadillac,COCO_train2014_000000243333.jpg,What kind of cars are near the people?,coco-243333,okvqa,2433335
san diego,COCO_train2014_000000176732.jpg,What airport is this?,coco-176732,okvqa,1767325
street sign,COCO_train2014_000000325125.jpg,What kind of sign is in the picture?,coco-325125,okvqa,3251255
ticket,COCO_train2014_000000393422.jpg,What is the penalty for failing to stop at a stop sign?,coco-393422,okvqa,3934225
120v,COCO_train2014_000000243231.jpg,What voltage is that electrial outlet in the wall rated at?,coco-243231,okvqa,2432315
tea,COCO_train2014_000000328679.jpg,Which british tradition comes t mind when viewing some of these articles?,coco-328679,okvqa,3286795
play game,COCO_train2014_000000355594.jpg,What is the woman smiling about?,coco-355594,okvqa,3555945
take off,COCO_train2014_000000022218.jpg,Is this plane taking off or landing?,coco-022218,okvqa,222185
bullet,COCO_train2014_000000395614.jpg,What model of train is the red train sitting on the tracks?,coco-395614,okvqa,3956145
south,COCO_train2014_000000220071.jpg,Where do these birds go in the winter?,coco-220071,okvqa,2200715
no 1 is there,COCO_train2014_000000132385.jpg,Why is this man not worried about audience reactions?,coco-132385,okvqa,1323855
bus,COCO_train2014_000000510617.jpg,What is the model name of this vehicle?,coco-510617,okvqa,5106175
1903,COCO_train2014_000000275939.jpg,When was this mode of transportation invented?,coco-275939,okvqa,2759395
grand canyon,COCO_train2014_000000387248.jpg,What landmark is below the plane?,coco-387248,okvqa,3872485
large,COCO_train2014_000000437277.jpg,His shirt is what size?,coco-437277,okvqa,4372775
wood,COCO_train2014_000000287572.jpg,Where is this person cross country skiing?,coco-287572,okvqa,2875725
cake,COCO_train2014_000000343284.jpg,What are they making?,coco-343284,okvqa,3432845
banana,COCO_train2014_000000428304.jpg,Which fruit in the scene has the most potassium?,coco-428304,okvqa,4283045
bus driver,COCO_train2014_000000272832.jpg,What is the job title of the person driving this vehicle?,coco-272832,okvqa,2728325
pud,COCO_train2014_000000222444.jpg,What kind of dessert is this?,coco-222444,okvqa,2224445
trail,COCO_train2014_000000377973.jpg,Was it clean or do you think it left a trail?,coco-377973,okvqa,3779735
fur,COCO_train2014_000000205621.jpg,What keeps these animals warm?,coco-205621,okvqa,2056215
white,COCO_train2014_000000010484.jpg,What is the complimentary color to the rust?,coco-010484,okvqa,104845
salon,COCO_train2014_000000574760.jpg,What place is she at?,coco-574760,okvqa,5747605
kenya,COCO_train2014_000000536576.jpg,What country are these animals from?,coco-536576,okvqa,5365765
circus,COCO_train2014_000000219169.jpg,What show is this?,coco-219169,okvqa,2191695
rectangle,COCO_train2014_000000475019.jpg,What is the shape of the third building from the left?,coco-475019,okvqa,4750195
toy collector,COCO_train2014_000000447913.jpg,Is this an example of a toy collector or normal kid?,coco-447913,okvqa,4479135
polyester,COCO_train2014_000000147623.jpg,Which type of materials are used to make the blue dress weared by the man in the photo?,coco-147623,okvqa,1476235
nitro,COCO_train2014_000000208621.jpg,What brand is this snowboard?,coco-208621,okvqa,2086215
canoes,COCO_train2014_000000335630.jpg,What are the long objects in the water?,coco-335630,okvqa,3356305
africa,COCO_train2014_000000118724.jpg,What continent are these animals native to?,coco-118724,okvqa,1187245
indiana,COCO_train2014_000000306824.jpg,What state does this team play for?,coco-306824,okvqa,3068245
vitamin,COCO_train2014_000000471905.jpg,What vitamin does this vegetable contain?,coco-471905,okvqa,4719055
bench,COCO_train2014_000000286792.jpg,What is this man sitting on?,coco-286792,okvqa,2867925
protest,COCO_train2014_000000352180.jpg,What event was captured by is this photograph?,coco-352180,okvqa,3521805
drown,COCO_train2014_000000341145.jpg,What is the most offten accident that happens in this recreational activity?,coco-341145,okvqa,3411455
smoothie,COCO_train2014_000000028451.jpg,What is a drink with these items blended into it called?,coco-028451,okvqa,284515
porch,COCO_train2014_000000033732.jpg,What kind of car is the horse next to?,coco-033732,okvqa,337325
musa,COCO_train2014_000000441169.jpg,What genus of bananas are in the picture?,coco-441169,okvqa,4411695
sunscreen,COCO_train2014_000000427714.jpg,What kind of sun protection should you use while doing this activity?,coco-427714,okvqa,4277145
necklace,COCO_train2014_000000401381.jpg,Which item of jewellery is in this photo?,coco-401381,okvqa,4013815
navel,COCO_train2014_000000373137.jpg,What kind of orange is this?,coco-373137,okvqa,3731375
walmart,COCO_train2014_000000486807.jpg,What is the possible manufacturer of the orange cone?,coco-486807,okvqa,4868075
van gogh,COCO_train2014_000000054386.jpg,What artist is famous to painting images similar to the one over the fireplace?,coco-054386,okvqa,543865
stuffed animal,COCO_train2014_000000566607.jpg,What toy is this?,coco-566607,okvqa,5666075
queen elizabeth,COCO_train2014_000000392947.jpg,Who is on the cup?,coco-392947,okvqa,3929475
romans,COCO_train2014_000000567858.jpg,What people group is known for this type of architecture?,coco-567858,okvqa,5678585
rome,COCO_train2014_000000109835.jpg,What country do the numbers on the clock come from?,coco-109835,okvqa,1098355
champagne,COCO_train2014_000000355175.jpg,What type of alcoholic beverage is displayed in this image?,coco-355175,okvqa,3551755
shoemaker,COCO_train2014_000000268190.jpg,Who made those shoes?,coco-268190,okvqa,2681905
clothespin,COCO_train2014_000000131015.jpg,What are the clips on top?,coco-131015,okvqa,1310155
paddleboarding,COCO_train2014_000000010600.jpg,What is the man doing on the surfboard?,coco-010600,okvqa,106005
corset,COCO_train2014_000000316091.jpg,What other type of undergarment was replaced by the bra?,coco-316091,okvqa,3160915
jesus,COCO_train2014_000000286511.jpg,Who is that in the painting on the wall?,coco-286511,okvqa,2865115
solder gun,COCO_train2014_000000082947.jpg,What type of machine is this tool?,coco-082947,okvqa,829475
shanghai maglev,COCO_train2014_000000280423.jpg,What is the fastest one of these in the world?,coco-280423,okvqa,2804235
mutt,COCO_train2014_000000235446.jpg,What breed of dog is pictured?,coco-235446,okvqa,2354465
holstein,COCO_train2014_000000131490.jpg,What type of cows are these?,coco-131490,okvqa,1314905
60,COCO_train2014_000000022123.jpg,What temperature is the water considered too cold for this activity?,coco-022123,okvqa,221235
snowboard,COCO_train2014_000000499396.jpg,Name the game played by this man in the picture?,coco-499396,okvqa,4993965
flora,COCO_train2014_000000191731.jpg,Is this flora or fauna?,coco-191731,okvqa,1917315
sail,COCO_train2014_000000101738.jpg,What type of event is this?,coco-101738,okvqa,1017385
lab,COCO_train2014_000000269228.jpg,What kind of dog is on the surfboard?,coco-269228,okvqa,2692285
male,COCO_train2014_000000047905.jpg,What gender would use this bathroom?,coco-047905,okvqa,479055
geek squad,COCO_train2014_000000153036.jpg,Where does this guy work at?,coco-153036,okvqa,1530365
ewe,COCO_train2014_000000501346.jpg,What is a young lamb called?,coco-501346,okvqa,5013465
suitcase,COCO_train2014_000000089012.jpg,What is the child riding on as he is being pulled?,coco-089012,okvqa,890125
orange,COCO_train2014_000000282692.jpg,What is the choking hazard in the image?,coco-282692,okvqa,2826925
smile,COCO_train2014_000000477442.jpg,What expression is on the lady in the blue tank top's face?,coco-477442,okvqa,4774425
veil,COCO_train2014_000000448046.jpg,What does one call the sheer netting the woman is wearing over her head?,coco-448046,okvqa,4480465
chandelier,COCO_train2014_000000151954.jpg,What is a single hanging light fixture called?,coco-151954,okvqa,1519545
norway,COCO_train2014_000000276584.jpg,Where did this sport originate?,coco-276584,okvqa,2765845
fraction,COCO_train2014_000000521266.jpg,What math concept is often taught with these objects?,coco-521266,okvqa,5212665
keep food cold,COCO_train2014_000000096690.jpg,What is the white item on the left for?,coco-096690,okvqa,966905
england,COCO_train2014_000000484562.jpg,What country is this?,coco-484562,okvqa,4845625
palomino,COCO_train2014_000000171834.jpg,What type of horse is this?,coco-171834,okvqa,1718345
orange,COCO_train2014_000000102811.jpg,What is the name of the fruit on the left?,coco-102811,okvqa,1028115
yacht,COCO_train2014_000000458866.jpg,Can you name the boat driven in the sea?,coco-458866,okvqa,4588665
lugg valley,COCO_train2014_000000404221.jpg,Where is this?,coco-404221,okvqa,4042215
carnival,COCO_train2014_000000285194.jpg,What festival is this?,coco-285194,okvqa,2851945
high 5,COCO_train2014_000000429829.jpg,What is this positive gesture of praise or appreciation called?,coco-429829,okvqa,4298295
israel,COCO_train2014_000000487399.jpg,What country is associated with the religion shown on the sign?,coco-487399,okvqa,4873995
hunt,COCO_train2014_000000217978.jpg,What sport are the dogs pictured known for?,coco-217978,okvqa,2179785
temple,COCO_train2014_000000543371.jpg,What is this building called?,coco-543371,okvqa,5433715
fold,COCO_train2014_000000405920.jpg,How does this table close?,coco-405920,okvqa,4059205
1968,COCO_train2014_000000305527.jpg,When was this sport invented?,coco-305527,okvqa,3055275
asian,COCO_train2014_000000407313.jpg,What a ethniticity would this food fall under?,coco-407313,okvqa,4073135
baseball bat,COCO_train2014_000000557568.jpg,What do you call the implements which these two men are holding?,coco-557568,okvqa,5575685
live,COCO_train2014_000000478306.jpg,What is this room commonly used for?,coco-478306,okvqa,4783065
text,COCO_train2014_000000567407.jpg,Apart from making calls what other form of communication can the keyboards on these devices be used to send?,coco-567407,okvqa,5674075
jean,COCO_train2014_000000433994.jpg,The man is wearing what kind of pants?,coco-433994,okvqa,4339945
cat,COCO_train2014_000000555516.jpg,What animals have been domesticated?,coco-555516,okvqa,5555165
dirt,COCO_train2014_000000078466.jpg,What kind of suface is that court?,coco-078466,okvqa,784665
supper,COCO_train2014_000000277848.jpg,What meal is this?,coco-277848,okvqa,2778485
300,COCO_train2014_000000092691.jpg,How many watts does this appliance consume?,coco-092691,okvqa,926915
african american,COCO_train2014_000000481124.jpg,What is the race of the man or woman in this picture?,coco-481124,okvqa,4811245
cedar,COCO_train2014_000000399432.jpg,Name the type of wood that can be used to make this bench in this picture?,coco-399432,okvqa,3994325
croissant,COCO_train2014_000000442886.jpg,What food is this?,coco-442886,okvqa,4428865
methane,COCO_train2014_000000359716.jpg,What significant contribution to the atmosphere do these make?,coco-359716,okvqa,3597165
indian,COCO_train2014_000000456652.jpg,What culture considers these to be good luck?,coco-456652,okvqa,4566525
apron,COCO_train2014_000000190272.jpg,What is the red part of this vehicle called?,coco-190272,okvqa,1902725
herbivore,COCO_train2014_000000567186.jpg,If an animal eats the greenery these animals are consuming as its sole sustenance it is said to be a what?,coco-567186,okvqa,5671865
mcdonalds,COCO_train2014_000000284901.jpg,What popular fast food restaurant is in this photo?,coco-284901,okvqa,2849015
muscle,COCO_train2014_000000456302.jpg,The fruit eaten by the boy is good for which part of the body?,coco-456302,okvqa,4563025
pair,COCO_train2014_000000526196.jpg,What type of knife is being used to cut this apple?,coco-526196,okvqa,5261965
station,COCO_train2014_000000335804.jpg,Where is this train currently parked at?,coco-335804,okvqa,3358045
migrate,COCO_train2014_000000015518.jpg,What do these animals do during the winter?,coco-015518,okvqa,155185
stucco,COCO_train2014_000000019136.jpg,Of what kind of materials is this house constructed?,coco-019136,okvqa,191365
daisy,COCO_train2014_000000214834.jpg,What type of flowers are in the pot?,coco-214834,okvqa,2148345
mercedes,COCO_train2014_000000532768.jpg,What brand is this vehicle?,coco-532768,okvqa,5327685
emperor,COCO_train2014_000000085945.jpg,What type of penguin is this?,coco-085945,okvqa,859455
pit bull,COCO_train2014_000000180641.jpg,What type of dog is laying on the street?,coco-180641,okvqa,1806415
object in mirror are closer than they appear,COCO_train2014_000000108156.jpg,What does the text on the mirror say?,coco-108156,okvqa,1081565
paper,COCO_train2014_000000442531.jpg,Name the type of material used to make this mask shown in this picture?,coco-442531,okvqa,4425315
referee,COCO_train2014_000000054295.jpg,What position is the man in green playing?,coco-054295,okvqa,542955
teddy,COCO_train2014_000000420575.jpg,What kind of bear?,coco-420575,okvqa,4205755
larger,COCO_train2014_000000078760.jpg,Is this bed larger smaller or the same size as a twin bed?,coco-078760,okvqa,787605
puffin,COCO_train2014_000000004901.jpg,What type of bird is this?,coco-004901,okvqa,49015
olive oil,COCO_train2014_000000177939.jpg,Which cooking oil is used to cook the food?,coco-177939,okvqa,1779395
mixer,COCO_train2014_000000487796.jpg,What electrical items might you find in this room?,coco-487796,okvqa,4877965
brooklyn,COCO_train2014_000000347359.jpg,Which city is this?,coco-347359,okvqa,3473595
private house,COCO_train2014_000000221592.jpg,Is this a hotel room or a room in a private house?,coco-221592,okvqa,2215925
baa,COCO_train2014_000000391018.jpg,What sound do these animals make?,coco-391018,okvqa,3910185
manual,COCO_train2014_000000255904.jpg,Is this vehicle an automatic or manual?,coco-255904,okvqa,2559045
fell,COCO_train2014_000000411987.jpg,What happened to the rod?,coco-411987,okvqa,4119875
custom,COCO_train2014_000000312338.jpg,Would this be a traditionally made or custom made?,coco-312338,okvqa,3123385
africa,COCO_train2014_000000528129.jpg,What continent can you find these animals?,coco-528129,okvqa,5281295
mail,COCO_train2014_000000502479.jpg,What type of objects are put through this slot?,coco-502479,okvqa,5024795
water ski,COCO_train2014_000000007123.jpg,What type of sport is this person doing?,coco-007123,okvqa,71235
north face,COCO_train2014_000000505884.jpg,What brand of skiwear is the man wearing?,coco-505884,okvqa,5058845
concert,COCO_train2014_000000567287.jpg,What is happening behind the umbrella's?,coco-567287,okvqa,5672875
park,COCO_train2014_000000407400.jpg,Where are these people relaxing at?,coco-407400,okvqa,4074005
fisheye,COCO_train2014_000000343256.jpg,What type of lense was used to take this picture?,coco-343256,okvqa,3432565
1700,COCO_train2014_000000045086.jpg,When was the object the person is wearing on their feet first produced in the united states?,coco-045086,okvqa,450865
land,COCO_train2014_000000212643.jpg,What is this plane going to do next?,coco-212643,okvqa,2126435
woodpecker,COCO_train2014_000000114898.jpg,Would species of bird is this?,coco-114898,okvqa,1148985
graze,COCO_train2014_000000149253.jpg,How would you describe these animals eating style?,coco-149253,okvqa,1492535
80,COCO_train2014_000000049719.jpg,What is the average life span of this living creature?,coco-049719,okvqa,497195
heat,COCO_train2014_000000470068.jpg,What is this fixture used for?,coco-470068,okvqa,4700685
sunbath,COCO_train2014_000000048797.jpg,What are these people doing?,coco-048797,okvqa,487975
bus,COCO_train2014_000000456416.jpg,What does this lot hold?,coco-456416,okvqa,4564165
1950s,COCO_train2014_000000333710.jpg,When was this object first invented?,coco-333710,okvqa,3337105
black,COCO_train2014_000000000144.jpg,What color tongue do these animals have?,coco-000144,okvqa,1445
200,COCO_train2014_000000392115.jpg,How many passengers does the vehicle in the picture seat at maximum?,coco-392115,okvqa,3921155
volleyball,COCO_train2014_000000337151.jpg,What type of net is in the photo?,coco-337151,okvqa,3371515
night,COCO_train2014_000000169249.jpg,When would a person do this?,coco-169249,okvqa,1692495
art,COCO_train2014_000000183788.jpg,What is the picture of in this photograph?,coco-183788,okvqa,1837885
student,COCO_train2014_000000130070.jpg,What is the role of the person who would sit in this desk?,coco-130070,okvqa,1300705
bicycle,COCO_train2014_000000306866.jpg,Which form of transportation does the pic have most of?,coco-306866,okvqa,3068665
antarctica,COCO_train2014_000000113150.jpg,These types of bears typically belong on what continent?,coco-113150,okvqa,1131505
ihop,COCO_train2014_000000351770.jpg,What restaurant was this dish cooked at?,coco-351770,okvqa,3517705
toilet paper,COCO_train2014_000000285667.jpg,What item needs to be added to make this bathroom complete?,coco-285667,okvqa,2856675
soccer,COCO_train2014_000000509582.jpg,What sport are they training for?,coco-509582,okvqa,5095825
battery,COCO_train2014_000000405400.jpg,What makes that toothbrush work?,coco-405400,okvqa,4054005
honda,COCO_train2014_000000474803.jpg,What is the make of this motor bike?,coco-474803,okvqa,4748035
batter,COCO_train2014_000000542643.jpg,What position is this person playing?,coco-542643,okvqa,5426435
north america,COCO_train2014_000000074328.jpg,On which continents do these trees grow?,coco-074328,okvqa,743285
farmer,COCO_train2014_000000141342.jpg,What kind of market is this?,coco-141342,okvqa,1413425
bread and meat,COCO_train2014_000000114060.jpg,What are the ingredients are used for preparing the dish shown in this photo?,coco-114060,okvqa,1140605
circle,COCO_train2014_000000160139.jpg,What shape is shown in the image?,coco-160139,okvqa,1601395
donut,COCO_train2014_000000509114.jpg,What type of food is this?,coco-509114,okvqa,5091145
toy r us,COCO_train2014_000000040085.jpg,What toy store used a mascot similar to these animals for many years?,coco-040085,okvqa,400855
2.5 cm,COCO_train2014_000000080275.jpg,How thick is the skin on these animals?,coco-080275,okvqa,802755
1,COCO_train2014_000000243211.jpg,How old is the child?,coco-243211,okvqa,2432115
church,COCO_train2014_000000564475.jpg,What kind of building is at the far left of this picture?,coco-564475,okvqa,5644755
paper towel,COCO_train2014_000000146186.jpg,What is the paper in the sink?,coco-146186,okvqa,1461865
cane,COCO_train2014_000000413707.jpg,What is there to show this woman needs help walking?,coco-413707,okvqa,4137075
embroidery,COCO_train2014_000000451482.jpg,What are these books about?,coco-451482,okvqa,4514825
new york city,COCO_train2014_000000008006.jpg,What city is this?,coco-008006,okvqa,80065
grill,COCO_train2014_000000412350.jpg,How do i make this?,coco-412350,okvqa,4123505
cell phone,COCO_train2014_000000215254.jpg,What is this man using to communicate?,coco-215254,okvqa,2152545
before,COCO_train2014_000000509358.jpg,Is the picture taken before or after 1999?,coco-509358,okvqa,5093585
hydrogen and oxygen,COCO_train2014_000000389133.jpg,What molecules compose the surface that the two people are standing on?,coco-389133,okvqa,3891335
parasailing,COCO_train2014_000000203151.jpg,What is the name of this sport?,coco-203151,okvqa,2031515
president,COCO_train2014_000000223726.jpg,Who are these people?,coco-223726,okvqa,2237265
ride,COCO_train2014_000000458946.jpg,Why is the animal wearing this?,coco-458946,okvqa,4589465
nursery,COCO_train2014_000000174758.jpg,What sort of room is this woman sitting in?,coco-174758,okvqa,1747585
felis catus,COCO_train2014_000000222145.jpg,What is the latin name for this animal?,coco-222145,okvqa,2221455
storm,COCO_train2014_000000147698.jpg,What do the dark clouds mean the plan is flying into?,coco-147698,okvqa,1476985
on rock,COCO_train2014_000000170101.jpg,What is the slang term for how the beverage is served?,coco-170101,okvqa,1701015
bakery,COCO_train2014_000000354936.jpg,Where can donuts such as this one be purchased?,coco-354936,okvqa,3549365
hibernate,COCO_train2014_000000461507.jpg,What does this animal do in the winter time?,coco-461507,okvqa,4615075
phone,COCO_train2014_000000384058.jpg,What type of device is the man using?,coco-384058,okvqa,3840585
dalmation,COCO_train2014_000000517487.jpg,What kind of dog?,coco-517487,okvqa,5174875
prevent bite,COCO_train2014_000000444226.jpg,What is a reason that an animal might wear that on his face?,coco-444226,okvqa,4442265
tow,COCO_train2014_000000224688.jpg,What is the contraption on the back of the truck?,coco-224688,okvqa,2246885
tugboat,COCO_train2014_000000314130.jpg,What kind of boat in in the picture?,coco-314130,okvqa,3141305
berry,COCO_train2014_000000019227.jpg,What food does this animal eat?,coco-019227,okvqa,192275
play game,COCO_train2014_000000312744.jpg,Are they racing or playing a game?,coco-312744,okvqa,3127445
barber,COCO_train2014_000000554688.jpg,The red and white pole design seen here is also associated with which profession?,coco-554688,okvqa,5546885
berlin,COCO_train2014_000000427069.jpg,What city are these streets located in?,coco-427069,okvqa,4270695
thomas,COCO_train2014_000000246700.jpg,What was the conductors name of this famous kids television show?,coco-246700,okvqa,2467005
tour,COCO_train2014_000000570385.jpg,What would these people be doing with this bus?,coco-570385,okvqa,5703855
antarctica,COCO_train2014_000000469181.jpg,Where can you find this animal naturally occurring?,coco-469181,okvqa,4691815
dog food,COCO_train2014_000000532857.jpg,What do these animals eat?,coco-532857,okvqa,5328575
spot light,COCO_train2014_000000117428.jpg,What type of lights are on the ceiling?,coco-117428,okvqa,1174285
60,COCO_train2014_000000268454.jpg,What is the power wattage of the wall lamp shown in the image?,coco-268454,okvqa,2684545
abstract,COCO_train2014_000000170616.jpg,What type of painting is hanging on the wall above the sofa?,coco-170616,okvqa,1706165
left,COCO_train2014_000000397599.jpg,What direction would you drive in this situation?,coco-397599,okvqa,3975995
pony,COCO_train2014_000000078656.jpg,Is this a horse or pony?,coco-078656,okvqa,786565
16,COCO_train2014_000000297870.jpg,How old do you have to be to ride a bike like that?,coco-297870,okvqa,2978705
ship,COCO_train2014_000000078482.jpg,Where is this celebration taking place?,coco-078482,okvqa,784825
bridge,COCO_train2014_000000166864.jpg,What part of this image is most likely to have been designed by a civil engineer?,coco-166864,okvqa,1668645
atv,COCO_train2014_000000555102.jpg,What man made vehicle could follow these animals?,coco-555102,okvqa,5551025
flickr,COCO_train2014_000000011694.jpg,What website is the user on?,coco-011694,okvqa,116945
tile,COCO_train2014_000000435908.jpg,How was this sidewalk made?,coco-435908,okvqa,4359085
domino,COCO_train2014_000000327168.jpg,Where did they get this pizza?,coco-327168,okvqa,3271685
gasoline,COCO_train2014_000000526079.jpg,What liquid makes the vehicle in the picture move?,coco-526079,okvqa,5260795
bus stop,COCO_train2014_000000560254.jpg,What is the blue item called?,coco-560254,okvqa,5602545
couch,COCO_train2014_000000208379.jpg,What is the red piece of furniture called?,coco-208379,okvqa,2083795
1920,COCO_train2014_000000016839.jpg,When was this sign first used?,coco-016839,okvqa,168395
burton,COCO_train2014_000000513748.jpg,What is the brand of snowboard that the person is holding?,coco-513748,okvqa,5137485
wave,COCO_train2014_000000537345.jpg,What is the largest one of these natural occurances ever recorded?,coco-537345,okvqa,5373455
schwinn,COCO_train2014_000000256981.jpg,Name the brand of the bicycle shown in this picture?,coco-256981,okvqa,2569815
ram,COCO_train2014_000000249256.jpg,Which zodiac sign is like an animal seen here?,coco-249256,okvqa,2492565
unsafe,COCO_train2014_000000239528.jpg,Is it safe or unsafe to drink the water here?,coco-239528,okvqa,2395285
skatepark,COCO_train2014_000000301537.jpg,What type of recreation facility are the people at?,coco-301537,okvqa,3015375
ivy,COCO_train2014_000000158536.jpg,What vegitation is growing on the wall below this train?,coco-158536,okvqa,1585365
peck,COCO_train2014_000000413057.jpg,What technique do these birds employ to acquire food?,coco-413057,okvqa,4130575
$2,COCO_train2014_000000085284.jpg,How much does it cost for parking two hours?,coco-085284,okvqa,852845
fruit,COCO_train2014_000000334208.jpg,What food group do these foods belong to?,coco-334208,okvqa,3342085
orange,COCO_train2014_000000078695.jpg,What type of jellly is shown?,coco-078695,okvqa,786955
sandwich,COCO_train2014_000000109568.jpg,What meal is this?,coco-109568,okvqa,1095685
produce,COCO_train2014_000000189645.jpg,What might they be buying?,coco-189645,okvqa,1896455
stable,COCO_train2014_000000230905.jpg,Where would you find this animal on a farm?,coco-230905,okvqa,2309055
disc golf,COCO_train2014_000000006380.jpg,What sport is this?,coco-006380,okvqa,63805
dark,COCO_train2014_000000375820.jpg,What is the lighting like in this room?,coco-375820,okvqa,3758205
domestic shorthair,COCO_train2014_000000576850.jpg,What type of cat is this?,coco-576850,okvqa,5768505
travel,COCO_train2014_000000062257.jpg,What activity might you use this for?,coco-062257,okvqa,622575
elephant,COCO_train2014_000000239505.jpg,What animal is the bush remind you of?,coco-239505,okvqa,2395055
sky,COCO_train2014_000000505092.jpg,Where would you normally see these objects?,coco-505092,okvqa,5050925
snack,COCO_train2014_000000285130.jpg,Is this a snack or meal?,coco-285130,okvqa,2851305
ikea,COCO_train2014_000000276208.jpg,Where can you buy a sofa like this?,coco-276208,okvqa,2762085
phone,COCO_train2014_000000283809.jpg,What is the large silver item on the top left?,coco-283809,okvqa,2838095
