answer,image_path,question,source_image_id,sample_dataset,sample_question_id,T2_answer
politic,COCO_train2014_000000075643.jpg,What is this meeting about?,coco-075643,okvqa,756435.0,nuclear
doctor,COCO_train2014_000000007934.jpg,The common saying says that eating one of these keeps what away?,coco-007934,okvqa,79345.0,cold
acer,COCO_train2014_000000337490.jpg,What type of laptop is being used?,coco-337490,okvqa,3374905.0,macbook
wool,COCO_train2014_000000536041.jpg,What type of fabric is made from the fur of the animals?,coco-536041,okvqa,5360415.0,wool
high,COCO_train2014_000000561677.jpg,Is this a high price hotel room or a low budget room?,coco-561677,okvqa,5616775.0,high
feline,COCO_train2014_000000239654.jpg,What is the scientific name of the animals seen here?,coco-239654,okvqa,2396545.0,felis
refrigeration,COCO_train2014_000000535445.jpg,What is this applianced commonly used for?,coco-535445,okvqa,5354455.0,cooking
1817,COCO_train2014_000000411155.jpg,What year was the first vehicle of the type in the photo invented?,coco-411155,okvqa,4111555.0,1900
carbohydrate,COCO_train2014_000000083000.jpg,What type of nutrition value does the dish the lady is making have?,coco-083000,okvqa,830005.0,0
hop and barley,COCO_train2014_000000332816.jpg,What is this beverage made with?,coco-332816,okvqa,3328165.0,beer
3,COCO_train2014_000000575273.jpg,How old is this child?,coco-575273,okvqa,5752735.0,4
first,COCO_train2014_000000317306.jpg,The child in black is running towards what base?,coco-317306,okvqa,3173065.0,3rd
koala,COCO_train2014_000000266880.jpg,What kind of bear in the middle?,coco-266880,okvqa,2668805.0,teddy
boy,COCO_train2014_000000141265.jpg,Is this a girls or boy room?,coco-141265,okvqa,1412655.0,boy
pond,COCO_train2014_000000475888.jpg,What is the body of water that the duck is most likely sitting in?,coco-475888,okvqa,4758885.0,pond
toxoplasmosis,COCO_train2014_000000458083.jpg,What brain parasite often affects owners of this animal?,coco-458083,okvqa,4580835.0,none
continental,COCO_train2014_000000149834.jpg,What company owns this plane?,coco-149834,okvqa,1498345.0,continental
coconut,COCO_train2014_000000310416.jpg,What fruit does that piney plant produce?,coco-310416,okvqa,3104165.0,orange
hamburger,COCO_train2014_000000183112.jpg,The patties are made of which meat?,coco-183112,okvqa,1831125.0,beef
aloe,COCO_train2014_000000012357.jpg,What nutrients are found in this type of fern?,coco-012357,okvqa,123575.0,na
2 feet,COCO_train2014_000000341457.jpg,How much taller is the man in the hat than the animal in front of him?,coco-341457,okvqa,3414575.0,15
28,COCO_train2014_000000356344.jpg,What is the waist measurement of the girls jeans?,coco-356344,okvqa,3563445.0,0
kilt,COCO_train2014_000000246446.jpg,What sort of knee length plaid garment is associated with where this bus is?,coco-246446,okvqa,2464465.0,skirt
gun,COCO_train2014_000000283875.jpg,What is normally used to kill the animals mounted on the wall?,coco-283875,okvqa,2838755.0,gun
flip phone,COCO_train2014_000000578484.jpg,What cell phone is that?,coco-578484,okvqa,5784845.0,motorola
bachelorette,COCO_train2014_000000128334.jpg,What type of party is this?,coco-128334,okvqa,1283345.0,birthday
graze,COCO_train2014_000000296876.jpg,The activity these horses is doing is what?,coco-296876,okvqa,2968765.0,eating
korean air,COCO_train2014_000000283426.jpg,What company operates this airplane?,coco-283426,okvqa,2834265.0,korean
truck,COCO_train2014_000000419645.jpg,What kind of machine is this?,coco-419645,okvqa,4196455.0,truck
krispy kreme,COCO_train2014_000000293142.jpg,What does the boy appear to be at?,coco-293142,okvqa,2931425.0,party
tree,COCO_train2014_000000055534.jpg,What type of plant is this?,coco-055534,okvqa,555345.0,tree
open door,COCO_train2014_000000498165.jpg,What do the buttons make happen?,coco-498165,okvqa,4981655.0,nothing
sleepover,COCO_train2014_000000133905.jpg,Why are there so many beds?,coco-133905,okvqa,1339055.0,hotel
theodore roosevelt,COCO_train2014_000000514457.jpg,What president was this object named for?,coco-514457,okvqa,5144575.0,teddy
manmade,COCO_train2014_000000275608.jpg,Are the flying objects natural or manmade?,coco-275608,okvqa,2756085.0,manmade
sing,COCO_train2014_000000032845.jpg,What activity is this?,coco-032845,okvqa,328455.0,baseball
salad,COCO_train2014_000000270651.jpg,What dish can you make with these ingredients?,coco-270651,okvqa,2706515.0,salad
pitch,COCO_train2014_000000382664.jpg,What is this baseball player doing?,coco-382664,okvqa,3826645.0,pitching
5:37,COCO_train2014_000000007753.jpg,What time is it in this photo?,coco-007753,okvqa,77535.0,1010
windy,COCO_train2014_000000455252.jpg,What type of day is it?,coco-455252,okvqa,4552525.0,sunny
wed,COCO_train2014_000000565849.jpg,When do people usually wear this outfit?,coco-565849,okvqa,5658495.0,wedding
regular,COCO_train2014_000000539358.jpg,What kind of bicycle is he riding?,coco-539358,okvqa,5393585.0,answer answer answer answer answer answer answer answer answer answer answer answer answer
bodyboarding,COCO_train2014_000000145385.jpg,What activity is the child taking part in?,coco-145385,okvqa,1453855.0,surfing
salad,COCO_train2014_000000351989.jpg,What could you make out of these ingredients?,coco-351989,okvqa,3519895.0,salad
farmer,COCO_train2014_000000247641.jpg,Who owns the horses?,coco-247641,okvqa,2476415.0,zoo
motorbike,COCO_train2014_000000575176.jpg,What kind of bike is this?,coco-575176,okvqa,5751765.0,dirt bike
orange and lime,COCO_train2014_000000457050.jpg,What types of fruit are these?,coco-457050,okvqa,4570505.0,orange
sony,COCO_train2014_000000464330.jpg,Where did this style of portable tv come from?,coco-464330,okvqa,4643305.0,china
street,COCO_train2014_000000374490.jpg,Where was this photo taken?,coco-374490,okvqa,3744905.0,street
polyurethane,COCO_train2014_000000162520.jpg,Name the material used to make these board carried by the people in this picture?,coco-162520,okvqa,1625205.0,wood
intoxication,COCO_train2014_000000054541.jpg,What is it called when you consume too much of the fluid contained in these bottles?,coco-054541,okvqa,545415.0,drunk
scare,COCO_train2014_000000188722.jpg,This is meant to do what to the birds?,coco-188722,okvqa,1887225.0,scare
paddle,COCO_train2014_000000537910.jpg,How can one steer this boat?,coco-537910,okvqa,5379105.0,oar
1596 england,COCO_train2014_000000365251.jpg,When and what country was the toilet invented?,coco-365251,okvqa,3652515.0,1850s england
bunch,COCO_train2014_000000122939.jpg,What are a bundle of these fruits called?,coco-122939,okvqa,1229395.0,banana
big,COCO_train2014_000000218283.jpg,What's the normal size of these animal's ear?,coco-218283,okvqa,2182835.0,small
80 ft,COCO_train2014_000000038117.jpg,What is the record height of a surfed wave?,coco-038117,okvqa,381175.0,100 foot
armchair,COCO_train2014_000000069214.jpg,What style of chair is pictured?,coco-069214,okvqa,692145.0,modern
150 mph,COCO_train2014_000000397353.jpg,What is the minimum speed this plane must achieve to lift off from the ground?,coco-397353,okvqa,3973535.0,0
maltese,COCO_train2014_000000071264.jpg,What is the breed of the dog?,coco-071264,okvqa,712645.0,chihuahua
parrot,COCO_train2014_000000331225.jpg,What kinds of birds are these?,coco-331225,okvqa,3312255.0,parrot
bike,COCO_train2014_000000088780.jpg,What alternative to walking is the red and white object?,coco-088780,okvqa,887805.0,bicycling
potato,COCO_train2014_000000569492.jpg,What is the boy on the left peeling?,coco-569492,okvqa,5694925.0,orange
girl,COCO_train2014_000000580434.jpg,Is the child a boy or girl?,coco-580434,okvqa,5804345.0,girl
boiled,COCO_train2014_000000160944.jpg,How are these eggs prepared?,coco-160944,okvqa,1609445.0,boiled
earbud,COCO_train2014_000000448439.jpg,What's the white cord around the guy on the left?,coco-448439,okvqa,4484395.0,headphone
mary poppins,COCO_train2014_000000475984.jpg,What disney character uses the everyday accessory that can be seen in the photo to help her fly?,coco-475984,okvqa,4759845.0,merida
north america,COCO_train2014_000000458705.jpg,This animal is most common in which continent?,coco-458705,okvqa,4587055.0,africa
saint bernard,COCO_train2014_000000183240.jpg,What kind of dog is in the photo?,coco-183240,okvqa,1832405.0,saint bernard
soup,COCO_train2014_000000415499.jpg,What is the dish named?,coco-415499,okvqa,4154995.0,orange chicken
take off,COCO_train2014_000000013000.jpg,Is the airplane landing or taking off?,coco-013000,okvqa,130005.0,landing
leather,COCO_train2014_000000206747.jpg,What is her bag made of?,coco-206747,okvqa,2067475.0,leather
paddleboard,COCO_train2014_000000495872.jpg,Name the type of boat the person in the picture is riding?,coco-495872,okvqa,4958725.0,canoe
raincoat,COCO_train2014_000000201640.jpg,What kind of outfit is the child wearing?,coco-201640,okvqa,2016405.0,costume
richard trevithick,COCO_train2014_000000297738.jpg,Who invented this mode of transportation?,coco-297738,okvqa,2977385.0,george stephenson
10 years,COCO_train2014_000000227947.jpg,What is the life span of that animal?,coco-227947,okvqa,2279475.0,10
film,COCO_train2014_000000238816.jpg,What medium was this photo taken in?,coco-238816,okvqa,2388165.0,film
track,COCO_train2014_000000119294.jpg,What is the transportation on?,coco-119294,okvqa,1192945.0,train
measure,COCO_train2014_000000465204.jpg,What are these spoons used for?,coco-465204,okvqa,4652045.0,eating
square,COCO_train2014_000000080566.jpg,What shapes are on the toy duck?,coco-080566,okvqa,805665.0,square
urban,COCO_train2014_000000062815.jpg,What type of landscape is this?,coco-062815,okvqa,628155.0,urban
captain morgan,COCO_train2014_000000558424.jpg,What famous alcohol does this resemble?,coco-558424,okvqa,5584245.0,vodka
siamese,COCO_train2014_000000094444.jpg,What breed of cats are these?,coco-094444,okvqa,944445.0,orange
port,COCO_train2014_000000099519.jpg,What are the round windows on the side of this vehicle called?,coco-099519,okvqa,995195.0,window
ireland,COCO_train2014_000000126967.jpg,People with this color hair are often found in which island nation?,coco-126967,okvqa,1269675.0,india
wave,COCO_train2014_000000151259.jpg,What are the dangers seen?,coco-151259,okvqa,1512595.0,wave
pirate,COCO_train2014_000000304691.jpg,What historical figure are these type of birds associated with?,coco-304691,okvqa,3046915.0,cleopatra
500 lbs,COCO_train2014_000000405964.jpg,How much weight can each chair on this ski lift support?,coco-405964,okvqa,4059645.0,500
stadium,COCO_train2014_000000415569.jpg,In which type of location are all these people located?,coco-415569,okvqa,4155695.0,baseball field
toy store,COCO_train2014_000000333831.jpg,Where can you buy the item the childern are playing with?,coco-333831,okvqa,3338315.0,toy r u
air,COCO_train2014_000000390610.jpg,How does this object stay aloft?,coco-390610,okvqa,3906105.0,wind
red velvet,COCO_train2014_000000068749.jpg,What kind of cake is this?,coco-068749,okvqa,687495.0,chocolate
digital,COCO_train2014_000000552374.jpg,What type of camera is that?,coco-552374,okvqa,5523745.0,nikon
broccoli,COCO_train2014_000000097057.jpg,What type of vegetable is she holding?,coco-097057,okvqa,970575.0,broccoli
thousand,COCO_train2014_000000422336.jpg,How many of these kinds of establishments are there in the united states?,coco-422336,okvqa,4223365.0,1
person,COCO_train2014_000000233520.jpg,Is the stetson hat named after a person or place?,coco-233520,okvqa,2335205.0,place
teddy,COCO_train2014_000000047639.jpg,What kind of bear is this?,coco-047639,okvqa,476395.0,teddy
skate park,COCO_train2014_000000478311.jpg,What kind of park was this photo taken in?,coco-478311,okvqa,4783115.0,skate park
1 week,COCO_train2014_000000113654.jpg,How long does it take for this fruit to become ripe once germinated?,coco-113654,okvqa,1136545.0,10 month
kitchen,COCO_train2014_000000422452.jpg,Which room is this?,coco-422452,okvqa,4224525.0,kitchen
pirate,COCO_train2014_000000336541.jpg,What team does the batter play for?,coco-336541,okvqa,3365415.0,pittsburgh
caucasian,COCO_train2014_000000569255.jpg,What ethnicity are the people?,coco-569255,okvqa,5692555.0,white
glaze,COCO_train2014_000000356402.jpg,How was the black design applied to the white plate?,coco-356402,okvqa,3564025.0,hand
bee,COCO_train2014_000000076160.jpg,Which insect does this plane look like?,coco-076160,okvqa,761605.0,bee
mlb,COCO_train2014_000000341133.jpg,What division are these players in?,coco-341133,okvqa,3411335.0,aaa
reflection,COCO_train2014_000000341413.jpg,How is part of the girl shown on the ground?,coco-341413,okvqa,3414135.0,reflection
oxygen,COCO_train2014_000000031443.jpg,What does those green cluster behind him inhale?,coco-031443,okvqa,314435.0,tree
chew,COCO_train2014_000000580525.jpg,What is the dog doing with stuffed animal?,coco-580525,okvqa,5805255.0,chewing
video game,COCO_train2014_000000462037.jpg,What are they playing?,coco-462037,okvqa,4620375.0,wii
suit,COCO_train2014_000000127296.jpg,What kind of formal wear are the men wearing?,coco-127296,okvqa,1272965.0,suit
dvd player,COCO_train2014_000000241003.jpg,What is the device sitting on top of the tv?,coco-241003,okvqa,2410035.0,dvd player
friend,COCO_train2014_000000210769.jpg,What is the likely relationship between these two people?,coco-210769,okvqa,2107695.0,friend
rural,COCO_train2014_000000029426.jpg,Is this a rural or urban area?,coco-029426,okvqa,294265.0,rural
carrot,COCO_train2014_000000232543.jpg,What kind of vegetable?,coco-232543,okvqa,2325435.0,carrot
german shepard,COCO_train2014_000000437173.jpg,What type of dogs are these?,coco-437173,okvqa,4371735.0,labrador
dalmation,COCO_train2014_000000191193.jpg,What type of dog is this?,coco-191193,okvqa,1911935.0,terrier
gatorade,COCO_train2014_000000187442.jpg,What is the man in the white shirt drinking?,coco-187442,okvqa,1874425.0,water
annual,COCO_train2014_000000292543.jpg,Are the vegetables on the cart annual or perennial?,coco-292543,okvqa,2925435.0,annual
maid,COCO_train2014_000000397181.jpg,Who made this bed at the hotel?,coco-397181,okvqa,3971815.0,housekeeper
glass,COCO_train2014_000000004578.jpg,How do we know this person is in all likelihood near or far sighted?,coco-004578,okvqa,45785.0,near sighted
guitar,COCO_train2014_000000430853.jpg,What insturments could be used while the man is singing?,coco-430853,okvqa,4308535.0,guitar
zigzag,COCO_train2014_000000115018.jpg,What is the name of the pattern on the plates?,coco-115018,okvqa,1150185.0,square
louisville slugger,COCO_train2014_000000522233.jpg,What brand of bat is the batter using?,coco-522233,okvqa,5222335.0,rawlings
longboard,COCO_train2014_000000151658.jpg,What is the specific name of the type of surfboard shown in the photo?,coco-151658,okvqa,1516585.0,longboard
health,COCO_train2014_000000548702.jpg,What is this fruit famous for?,coco-548702,okvqa,5487025.0,banana
dove,COCO_train2014_000000412090.jpg,What brand is the soap on the sink?,coco-412090,okvqa,4120905.0,dove
ww2,COCO_train2014_000000568507.jpg,What war was this plane used in?,coco-568507,okvqa,5685076.0,ww1
barge,COCO_train2014_000000023035.jpg,What type of boat is this?,coco-023035,okvqa,230355.0,tug boat
danger,COCO_train2014_000000033572.jpg,Does this look like a dangerous or safe past time?,coco-033572,okvqa,335725.0,dangerous
pirate,COCO_train2014_000000536607.jpg,What is this guy pretending to be?,coco-536607,okvqa,5366075.0,pirate
steve job,COCO_train2014_000000126389.jpg,Who is credited for inventing these electronic devices?,coco-126389,okvqa,1263895.0,bill gate
pottery,COCO_train2014_000000141160.jpg,What kind of artistry in this?,coco-141160,okvqa,1411605.0,pottery
army,COCO_train2014_000000388149.jpg,What branch of the military is this?,coco-388149,okvqa,3881495.0,army
not ripe,COCO_train2014_000000080745.jpg,Why are some bananas green?,coco-080745,okvqa,807455.0,ripe
stable,COCO_train2014_000000131833.jpg,What do you call the shelter these animals stay in usually?,coco-131833,okvqa,1318335.0,barn
80 mph,COCO_train2014_000000436878.jpg,How fast does this vehicle typically go?,coco-436878,okvqa,4368785.0,0
fuel,COCO_train2014_000000126413.jpg,What powers the plane?,coco-126413,okvqa,1264135.0,engine
lab,COCO_train2014_000000450047.jpg,What kind of dog is this?,coco-450047,okvqa,4500475.0,black lab
perform,COCO_train2014_000000233647.jpg,What are the animals doing?,coco-233647,okvqa,2336475.0,eating
wasabi,COCO_train2014_000000510399.jpg,What spicy condiment goes with this?,coco-510399,okvqa,5103995.0,tabasco
stomach,COCO_train2014_000000260347.jpg,For which parts of the body this juice is good?,coco-260347,okvqa,2603475.0,
camper,COCO_train2014_000000528198.jpg,What is being pulled by the truck?,coco-528198,okvqa,5281985.0,trailer
shoe,COCO_train2014_000000329394.jpg,Clothes for this sport are typically called tennis what?,coco-329394,okvqa,3293945.0,short
angus,COCO_train2014_000000556057.jpg,What type of cow is that?,coco-556057,okvqa,5560575.0,bull
dragon,COCO_train2014_000000085349.jpg,What kind of shape or style is the kite?,coco-085349,okvqa,853495.0,question many people picture answer 1 question many kite picture
win,COCO_train2014_000000092170.jpg,Why is this person happy?,coco-092170,okvqa,921705.0,winning
bob,COCO_train2014_000000265158.jpg,What is the hairstyle of the woman with black hair standing next to the mirrored sign called?,coco-265158,okvqa,2651585.0,bob
under umbrella,COCO_train2014_000000319005.jpg,Where is the photographer taking this picture from?,coco-319005,okvqa,3190055.0,sidewalk
potty,COCO_train2014_000000237413.jpg,What is this fixture used for?,coco-237413,okvqa,2374135.0,flushing
commercial,COCO_train2014_000000085855.jpg,Is this a recreational or commercial activity?,coco-085855,okvqa,858555.0,commercial
after,COCO_train2014_000000471647.jpg,Is this after or before school hours?,coco-471647,okvqa,4716475.0,
direct,COCO_train2014_000000471591.jpg,Why do drivers need the sign?,coco-471591,okvqa,4715915.0,know go
350 degrees,COCO_train2014_000000129006.jpg,How hot does this appliance become?,coco-129006,okvqa,1290065.0,450
chop stick,COCO_train2014_000000182821.jpg,What is the name of the object used to eat this food?,coco-182821,okvqa,1828215.0,spoon
3.2,COCO_train2014_000000478597.jpg,How much is a slice of pizza?,coco-478597,okvqa,4785975.0,3
dole,COCO_train2014_000000521763.jpg,What is the brand of bananas?,coco-521763,okvqa,5217635.0,dole
sausage,COCO_train2014_000000185225.jpg,What type of meat is puctured on the orange plate?,coco-185225,okvqa,1852255.0,hot dog
playground,COCO_train2014_000000405630.jpg,What part of the neighborhood would you find this?,coco-405630,okvqa,4056305.0,front
vulture,COCO_train2014_000000387954.jpg,What bird is this?,coco-387954,okvqa,3879545.0,osprey
north,COCO_train2014_000000229058.jpg,Where is the sun facing in this picture?,coco-229058,okvqa,2290585.0,away
45,COCO_train2014_000000390395.jpg,What is the degree of the slope this skiier is on?,coco-390395,okvqa,3903955.0,45
hindu,COCO_train2014_000000115355.jpg,What religion worships this animal?,coco-115355,okvqa,1153555.0,none
blinder,COCO_train2014_000000243214.jpg,What's covering the horse's face?,coco-243214,okvqa,2432145.0,nothing
sneaker,COCO_train2014_000000277491.jpg,What typeof shoes are the man in the middle wearing?,coco-277491,okvqa,2774915.0,nike
mix,COCO_train2014_000000546228.jpg,What breed of dog is this?,coco-546228,okvqa,5462285.0,beagle
tropical,COCO_train2014_000000082904.jpg,What climate do trees like that grow well?,coco-082904,okvqa,829045.0,tropical
jump,COCO_train2014_000000070642.jpg,What is a trick these children could do?,coco-070642,okvqa,706425.0,skateboarding
paris,COCO_train2014_000000184300.jpg,What city is this plane taking off from?,coco-184300,okvqa,1843005.0,paris
morn sick,COCO_train2014_000000381470.jpg,What is it called when a woman feels like this in the morning?,coco-381470,okvqa,3814705.0,pregnant
leak,COCO_train2014_000000541203.jpg,What is the fire hydrate doing?,coco-541203,okvqa,5412035.0,spraying
bulldog,COCO_train2014_000000295103.jpg,What breed of dog is in this photo?,coco-295103,okvqa,2951035.0,chihuahua
grand,COCO_train2014_000000163965.jpg,What type of piano is behind the stained glass?,coco-163965,okvqa,1639655.0,grand
labrador,COCO_train2014_000000118563.jpg,What breed is the dog in this picture?,coco-118563,okvqa,1185635.0,chihuahua
outdoor,COCO_train2014_000000447977.jpg,Is the scene indoors or outdoors?,coco-447977,okvqa,4479775.0,outdoors
bmw,COCO_train2014_000000203711.jpg,What kind of car is this?,coco-203711,okvqa,2037115.0,sedan
conductor,COCO_train2014_000000168430.jpg,Who is driving?,coco-168430,okvqa,1684305.0,one
united,COCO_train2014_000000451160.jpg,Are we united or divided?,coco-451160,okvqa,4511605.0,united
set,COCO_train2014_000000400644.jpg,What are each scoring group in the sport called?,coco-400644,okvqa,4006445.0,point
sunbath,COCO_train2014_000000223095.jpg,What are the activities likely to take place here?,coco-223095,okvqa,2230955.0,sunbathing
men,COCO_train2014_000000534291.jpg,Which genders bathroom are the toilets most likely to be found in?,coco-534291,okvqa,5342915.0,male
gloss,COCO_train2014_000000028349.jpg,What kind of finish was applied to the floors of this house?,coco-028349,okvqa,283495.0,wood
chihuahua,COCO_train2014_000000385066.jpg,What type of dog is this?,coco-385066,okvqa,3850665.0,corgi
tomato,COCO_train2014_000000519626.jpg,Which ingredient does this dish have in common with many spaghetti dishes?,coco-519626,okvqa,5196265.0,cheese
elephant trainer,COCO_train2014_000000300782.jpg,What is an elephant trainer called?,coco-300782,okvqa,3007825.0,mahout
go,COCO_train2014_000000070444.jpg,What should the cars be doing at this light?,coco-070444,okvqa,704445.0,waiting
fork,COCO_train2014_000000520208.jpg,What other utensil could be used to eat this dish?,coco-520208,okvqa,5202085.0,spoon
street,COCO_train2014_000000089203.jpg,Where might you find these signs?,coco-089203,okvqa,892035.0,street
digital,COCO_train2014_000000017154.jpg,What is this type of camera called?,coco-017154,okvqa,171545.0,digital
pug,COCO_train2014_000000176298.jpg,What breed of dog is this?,coco-176298,okvqa,1762985.0,pug
hijab,COCO_train2014_000000378179.jpg,What is the name for her headdress?,coco-378179,okvqa,3781795.0,turban
hockey,COCO_train2014_000000054228.jpg,What sport will the reporters be commenting on?,coco-054228,okvqa,542285.0,hockey
police officer,COCO_train2014_000000270912.jpg,What kind of job does this person have?,coco-270912,okvqa,2709125.0,police officer
mountain,COCO_train2014_000000018601.jpg,What kind of landscape is this?,coco-018601,okvqa,186015.0,mountain
restaurant,COCO_train2014_000000412400.jpg,Where can this meal be purchased?,coco-412400,okvqa,4124005.0,restaurant
olive,COCO_train2014_000000548874.jpg,What healthy oil is this dish a source of?,coco-548874,okvqa,5488745.0,olive
chicago,COCO_train2014_000000530670.jpg,What is the name of this style of hot dog?,coco-530670,okvqa,5306705.0,chili cheese
fruit,COCO_train2014_000000088324.jpg,What type of decoration is on the round cake?,coco-088324,okvqa,883245.0,orange
aircraft carrier,COCO_train2014_000000449369.jpg,What is the name of the vehicle the jet is taking off from?,coco-449369,okvqa,4493695.0,aircraft carrier
7 wonders,COCO_train2014_000000245550.jpg,What fleetwood mac song describes this image?,coco-245550,okvqa,2455505.0,dream
canon,COCO_train2014_000000274640.jpg,What model is this camera?,coco-274640,okvqa,2746405.0,nikon
type,COCO_train2014_000000485529.jpg,What job does this setup allow you to do?,coco-485529,okvqa,4855295.0,none
dinner,COCO_train2014_000000380138.jpg,When would i use this?,coco-380138,okvqa,3801385.0,dinner
minneapolis,COCO_train2014_000000303962.jpg,Where is this?,coco-303962,okvqa,3039625.0,road
cookie cutter,COCO_train2014_000000310450.jpg,What sort of device was likely used to make the shaped edibles?,coco-310450,okvqa,3104505.0,oven
guitar,COCO_train2014_000000222127.jpg,What type of instrument is he holding?,coco-222127,okvqa,2221275.0,guitar
30 minutes,COCO_train2014_000000381251.jpg,How quickly did one well known chain used to promise to deliver this item?,coco-381251,okvqa,3812515.0,10 minute
hay,COCO_train2014_000000431817.jpg,What food does this animal eat?,coco-431817,okvqa,4318175.0,hay
sleep,COCO_train2014_000000228043.jpg,What is this room used for?,coco-228043,okvqa,2280435.0,sleeping
shave,COCO_train2014_000000318525.jpg,How did the man change his facial hair?,coco-318525,okvqa,3185255.0,shaved
wet suit,COCO_train2014_000000409722.jpg,What is the clothing called that the surfer is wearing?,coco-409722,okvqa,4097225.0,wetsuit
case,COCO_train2014_000000148516.jpg,What are sausages stuffed into?,coco-148516,okvqa,1485165.0,bun
not often,COCO_train2014_000000299704.jpg,How often does that clock get clean?,coco-299704,okvqa,2997045.0,0
tomato,COCO_train2014_000000531812.jpg,What healthy vegetable is in this picture?,coco-531812,okvqa,5318125.0,carrot
linoleum,COCO_train2014_000000192585.jpg,What kind of material is this floor made of?,coco-192585,okvqa,1925855.0,wood
video game,COCO_train2014_000000067560.jpg,Why do people hold remotes like those?,coco-067560,okvqa,675605.0,watching tv
hand shake,COCO_train2014_000000215460.jpg,What's a good way to show good sportsmanship?,coco-215460,okvqa,2154605.0,shake hand
factory,COCO_train2014_000000428565.jpg,Where is fizz soda manufactured?,coco-428565,okvqa,4285655.0,italy
fork and knife,COCO_train2014_000000412112.jpg,Which utensils did the person use to eat this food?,coco-412112,okvqa,4121125.0,fork
vacation,COCO_train2014_000000368439.jpg,Are these people on vacation or working?,coco-368439,okvqa,3684395.0,vacation
rye,COCO_train2014_000000265329.jpg,What type of bread is used to make this sandwich?,coco-265329,okvqa,2653295.0,wheat
2 stories,COCO_train2014_000000125848.jpg,How tall is this bus?,coco-125848,okvqa,1258485.0,10 foot
vulture,COCO_train2014_000000318924.jpg,What is the bird?,coco-318924,okvqa,3189246.0,ostrich
pc,COCO_train2014_000000292688.jpg,What model of laptop is this?,coco-292688,okvqa,2926885.0,macbook pro
big ben,COCO_train2014_000000136312.jpg,What's the name of the tallest building in this photo?,coco-136312,okvqa,1363125.0,big ben
crane,COCO_train2014_000000363224.jpg,What type of machinery is driving down the road?,coco-363224,okvqa,3632245.0,truck
2 inches,COCO_train2014_000000373569.jpg,How thick is the orage surfboard?,coco-373569,okvqa,3735695.0,1
read,COCO_train2014_000000560152.jpg,The purple item is for what?,coco-560152,okvqa,5601525.0,cell phone
bush,COCO_train2014_000000094753.jpg,What type of plant is this?,coco-094753,okvqa,947535.0,bush
canola,COCO_train2014_000000335003.jpg,What healthy oil is this dish a source of?,coco-335003,okvqa,3350035.0,olive
bear,COCO_train2014_000000169502.jpg,What type of animal do these dolls depict?,coco-169502,okvqa,1695025.0,bear
coca cola,COCO_train2014_000000350077.jpg,What is the popular brand of soda?,coco-350077,okvqa,3500775.0,coca cola
runway,COCO_train2014_000000250920.jpg,What is the airplane landing on?,coco-250920,okvqa,2509205.0,runway
kite,COCO_train2014_000000546703.jpg,What are the people trying to fly?,coco-546703,okvqa,5467035.0,kite
dairy,COCO_train2014_000000348180.jpg,What type of cows are pictured here?,coco-348180,okvqa,3481805.0,brown
male,COCO_train2014_000000554559.jpg,Horns grow on what gender of cow bull?,coco-554559,okvqa,5545595.0,bull
boeing,COCO_train2014_000000483547.jpg,What is the name of a company which manufactures these vehicles?,coco-483547,okvqa,4835475.0,boeing
set,COCO_train2014_000000055130.jpg,What are plates napkins silverware and glasses arranged in this manner called?,coco-055130,okvqa,551305.0,table setting
produce,COCO_train2014_000000079172.jpg,What section of the grocery store would these be in?,coco-079172,okvqa,791725.0,produce
bee,COCO_train2014_000000284418.jpg,What type of flying insect are you likely to find here?,coco-284418,okvqa,2844185.0,bee
1 on far right,COCO_train2014_000000320125.jpg,Which of the devices laying on top of the laptop keyboard was manufactured first?,coco-320125,okvqa,3201255.0,ipod
tour bus,COCO_train2014_000000343156.jpg,What type of bus is this?,coco-343156,okvqa,3431565.0,green
geese,COCO_train2014_000000300260.jpg,What bird flies in this formation?,coco-300260,okvqa,3002605.0,none
free,COCO_train2014_000000311637.jpg,Are these cattle free or caged?,coco-311637,okvqa,3116375.0,caged
john deere,COCO_train2014_000000122952.jpg,What company makes this farm equipment?,coco-122952,okvqa,1229525.0,john deere
bill gate,COCO_train2014_000000361578.jpg,Who invented this device?,coco-361578,okvqa,3615785.0,thomas edison
hindquarter,COCO_train2014_000000225230.jpg,This portion of an animal is known as its what?,coco-225230,okvqa,2252305.0,tail
same side,COCO_train2014_000000318937.jpg,How do we know these two aren't opponents?,coco-318937,okvqa,3189375.0,side court
fire,COCO_train2014_000000173198.jpg,What type of emergencies do these group of people respond to?,coco-173198,okvqa,1731985.0,fire
kite,COCO_train2014_000000188528.jpg,What do people fly in the air on the beach?,coco-188528,okvqa,1885285.0,kite
palm,COCO_train2014_000000339421.jpg,What type of tree is in front of that house?,coco-339421,okvqa,3394215.0,palm
1960's,COCO_train2014_000000312252.jpg,Which decade is this hand gesture most associated with?,coco-312252,okvqa,3122525.0,1970s
vacuum,COCO_train2014_000000094049.jpg,What is the floor cleaned with?,coco-094049,okvqa,940495.0,broom
plumber,COCO_train2014_000000071907.jpg,What occupation would service this area of a home for a problem?,coco-071907,okvqa,719075.0,plumber
foam,COCO_train2014_000000460995.jpg,What is the floating vest constructed from?,coco-460995,okvqa,4609955.0,pvc
beer,COCO_train2014_000000571157.jpg,What are they drinking with the pizza?,coco-571157,okvqa,5711575.0,water
